prefix,MA,Name,von,bis,dauer_min_str,auftrag_nummer,position_text,auaw1,auaw2,aw_ant_min_str,st_ant_pct_str,lstgrad,Anwes.,Produkt.,Pause,dauer_min,auaw_min,aw_ant_min,st_ant_pct
,,09:31               ,10:51               ,F,1:20                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,2:43                ,2:38                ,,,80,0.0,0.0,0.0
,,11:27               ,12:55               ,F,0:43                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,4:02                ,3:56                ,AP,,43,0.0,0.0,0.0
,,07:49               ,08:26               ,F,0:37                ,37779,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:37                ,"162,2%              ",0:49                ,0:37                ,,,37,60.0,37.0,162.2
,,10:51               ,12:03               ,F,1:09                ,218839,"1,04 G  BWS-VERKABELUNG (RUCKFAHRWARNSYSTEM)",0:36                ,0:11                ,0:41                ,"26,8%               ",,,,,69,36.0,41.0,26.8
,,12:46               ,14:26               ,F,1:40                ,37130,"1,04 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,1:02                ,"96,8%               ",,,,,100,60.0,62.0,96.8
,,15:30               ,16:31               ,F,1:01                ,38505,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,1:01                ,"98,4%               ",,,,,61,60.0,61.0,98.4
,,08:03               ,10:04               ,F,2:01                ,219507,"1,01 W  Inspektion nach 4 Jahren",1:54                ,1:54                ,1:07                ,"170,1%              ",,,,,121,114.0,67.0,170.1
,,10:04               ,10:55               ,F,0:51                ,37846,"1,04 W  Inspektion, Zeitpunkt nach 14 Jahren",1:18                ,1:18                ,0:41                ,"190,2%              ",,,,,51,78.0,41.0,190.2
,,10:55               ,13:02               ,F,1:22                ,218863,"1,03 W  Inspektion nach 7 Jahren",0:48                ,0:48                ,0:35                ,"137,1%              ",,,,,82,48.0,35.0,137.1
,,13:02               ,14:12               ,F,1:10                ,37933,"1,02 W  Inspektion, Zeitpunkt nach 7 Jahren",0:54                ,0:54                ,0:31                ,"174,2%              ",,,,,70,54.0,31.0,174.2
,,14:12               ,14:14               ,F,0:02                ,219723,"1,01 I  Inspektion nach 1 Jahr",1:06                ,0:02                ,0:01                ,"200,0%              ",,,,,2,66.0,1.0,200.0
,,14:15               ,15:06               ,F,0:51                ,36471,"1,01 W  Überprüfung auf Nacharbeiten / Kampagnen",--                  ,,,,,,,,51,0.0,0.0,0.0
,,15:06               ,16:45               ,F,1:39                ,219723,"1,01 I  Inspektion nach 1 Jahr",1:06                ,1:04                ,0:42                ,"152,4%              ",,,,,99,66.0,42.0,152.4
,,08:00               ,08:12               ,F,0:12                ,31,"4,01 I  Hoffmann Lucas",--                  ,,,,0:14                ,0:12                ,,,12,0.0,0.0,0.0
,,08:13               ,10:03               ,F,1:50                ,218721,"1,03 W  Wechsel eCall-Systembatterie",0:54                ,0:54                ,0:34                ,"158,8%              ",,,,,110,54.0,34.0,158.8
,,10:03               ,11:19               ,F,1:16                ,219487,"1,04 I  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:23                ,1:03                ,"36,5%               ",,,,,76,30.0,63.0,36.5
,,11:20               ,14:32               ,F,2:28                ,219306,"2,01 I  Räder wuchten inkl.Gewichte",0:54                ,0:54                ,0:28                ,"192,9%              ",,,,,148,54.0,28.0,192.9
,,14:32               ,14:55               ,F,0:23                ,219487,"1,04 I  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:07                ,0:19                ,"36,8%               ",,,,,23,30.0,19.0,36.8
,,14:56               ,14:57               ,F,0:01                ,37639,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:01                ,0:01                ,"100,0%              ",,,,,1,30.0,1.0,100.0
,,15:00               ,15:25               ,F,0:26                ,37639,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:29                ,0:22                ,"131,8%              ",,,,,26,30.0,22.0,131.8
,,15:26               ,16:30               ,F,1:05                ,38555,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,1:05                ,"92,3%               ",7:45                ,7:39                ,AP,,65,60.0,65.0,92.3
,,16:31               ,16:46               ,F,0:15                ,31,"4,01 I  Hoffmann Lucas",--                  ,,,,8:00                ,7:54                ,AP,,15,0.0,0.0,0.0
,,08:38               ,09:15               ,F,0:37                ,313048,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:31                ,"96,8%               ",,,,,37,30.0,31.0,96.8
,,10:52               ,13:24               ,F,1:32                ,313114,"1,04 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",1:24                ,1:24                ,1:26                ,"97,7%               ",,,,,92,84.0,86.0,97.7
,,15:08               ,16:47               ,F,1:39                ,313295,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,1:22                ,"36,6%               ",,,,,99,30.0,82.0,36.6
,,09:52               ,11:02               ,F,1:10                ,37924,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:42                ,"142,9%              ",,,,,70,60.0,42.0,142.9
,,11:03               ,15:32               ,F,3:44                ,38040,"1,03 W  ACHSSCHENKELS",0:30                ,0:30                ,0:59                ,"50,8%               ",,,,,224,30.0,59.0,50.8
,,07:58               ,08:42               ,F,0:44                ,313196,"1,05 I  AUSTAUSCH ZUSATZBATTERIE",0:18                ,0:08                ,0:44                ,"18,2%               ",0:44                ,0:44                ,,,44,18.0,44.0,18.2
,,08:42               ,09:14               ,F,0:33                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,1:17                ,1:16                ,,,33,0.0,0.0,0.0
,,09:14               ,09:32               ,F,0:18                ,313223,"8,01 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:18                ,"133,3%              ",1:35                ,1:34                ,,,18,24.0,18.0,133.3
,,09:33               ,12:54               ,F,2:36                ,312101,"2,04 I  Hydraulikaggregat ers",10:06               ,0:47                ,2:36                ,"30,1%               ",4:11                ,4:10                ,AP,,156,606.0,156.0,30.1
,,12:54               ,16:50               ,F,3:56                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,8:07                ,8:06                ,AP,,236,0.0,0.0,0.0
,,08:00               ,13:38               ,F,4:53                ,32725,"3,03 W  Getriebe ersetzen",7:18                ,2:05                ,4:03                ,"51,4%               ",,,,,293,438.0,243.0,51.4
,,13:38               ,13:50               ,F,0:12                ,37958,"1,05 G  Driver Airbag check & Replacement",0:12                ,0:12                ,1:00                ,"20,0%               ",5:05                ,5:04                ,AP,,12,12.0,60.0,20.0
,,13:50               ,14:04               ,F,0:15                ,38013,"1,05 G  Fahrer-Airbag Überprüfung & Austausch",0:12                ,0:12                ,1:00                ,"20,0%               ",5:20                ,5:19                ,AP,,15,12.0,60.0,20.0
,,14:05               ,14:30               ,F,0:25                ,32725,"3,03 W  Getriebe ersetzen",7:18                ,0:11                ,0:21                ,"52,4%               ",,,,,25,438.0,21.0,52.4
,,14:30               ,14:41               ,F,0:10                ,38223,"1,05 G  FIN-Aufkleber Austausch 230789EE",0:12                ,0:12                ,0:50                ,"24,0%               ",5:56                ,5:55                ,AP,,10,12.0,50.0,24.0
,,14:41               ,14:55               ,F,0:15                ,38381,"1,05 G  Driver Airbag check & Replacement",0:12                ,0:12                ,1:15                ,"16,0%               ",6:11                ,6:09                ,AP,,15,12.0,75.0,16.0
,,14:56               ,16:25               ,F,1:29                ,32725,"3,03 W  Getriebe ersetzen",7:18                ,0:38                ,1:14                ,"51,4%               ",,,,,89,438.0,74.0,51.4
,,16:25               ,16:39               ,F,0:14                ,32725,"1,04 W  Träger Ausgleichsgetriebe ersetzen",4:30                ,0:07                ,0:10                ,"70,0%               ",,,,,14,270.0,10.0,70.0
,,16:39               ,17:35               ,F,0:56                ,32725,"2,02 W  Diagnose mit MDI-Display ausfall",0:24                ,0:21                ,0:17                ,"123,5%              ",,,,,56,24.0,17.0,123.5
,,07:57               ,08:27               ,F,0:30                ,219636,"1,03 W  Diagnoseblatt erforderlich",1:24                ,0:13                ,0:15                ,"86,7%               ",,,,,30,84.0,15.0,86.7
,,08:27               ,09:24               ,F,0:57                ,218742,"1,04 W  ABS/ESP prüfen",0:24                ,0:05                ,0:22                ,"22,7%               ",,,,,57,24.0,22.0,22.7
,,09:25               ,09:29               ,F,0:05                ,218742,"2,01 W  Vorführung zur Abgas-Untersuchung (AU)",--                  ,,,,1:34                ,1:32                ,,,5,0.0,0.0,0.0
,,09:29               ,10:10               ,F,0:40                ,219721,"1,04 G  GDS-Grundprüfung: Keine",0:06                ,0:03                ,0:03                ,"100,0%              ",,,,,40,6.0,3.0,100.0
,,10:10               ,11:27               ,F,1:17                ,38272,"1,03 W  Diagnoseblatt erforderlich",0:42                ,0:15                ,0:41                ,"36,6%               ",,,,,77,42.0,41.0,36.6
,,11:27               ,11:46               ,F,0:19                ,219721,"1,04 G  GDS-Grundprüfung: Keine",0:06                ,0:01                ,0:01                ,"100,0%              ",,,,,19,6.0,1.0,100.0
,,11:46               ,14:10               ,F,1:38                ,37905,"1,03 W  FEHLERSUCHE DIAGNOSE - 15",2:30                ,1:38                ,1:38                ,"100,0%              ",5:29                ,5:27                ,AP,,98,150.0,98.0,100.0
,,14:10               ,14:16               ,F,0:06                ,218978,"1,04 G  ÜBERPRÜFUNG UND AUSTAUSCH DER 12-V-",0:18                ,0:05                ,0:06                ,"83,3%               ",5:36                ,5:33                ,AP,,6,18.0,6.0,83.3
,,14:16               ,15:08               ,F,0:52                ,37905,"1,03 W  FEHLERSUCHE DIAGNOSE - 15",2:30                ,0:52                ,0:52                ,"100,0%              ",6:28                ,6:25                ,AP,,52,150.0,52.0,100.0
,,15:08               ,15:33               ,F,0:25                ,219721,"1,04 G  GDS-Grundprüfung: Keine",0:06                ,0:02                ,0:02                ,"100,0%              ",,,,,25,6.0,2.0,100.0
,,07:56               ,08:57               ,F,1:01                ,37970,"1,05 W  Stellglied Luftklappe Frontstoßfänger er",1:00                ,1:00                ,1:01                ,"98,4%               ",1:02                ,1:01                ,,,61,60.0,61.0,98.4
,,08:57               ,10:27               ,F,1:30                ,37092,"2,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:54                ,0:54                ,7:30                ,"12,0%               ",2:32                ,2:31                ,,,90,54.0,450.0,12.0
,,10:27               ,11:13               ,F,0:46                ,38592,"1,01 W  AUSTAUSCH POLLENFILTER WARTUNG",0:12                ,0:12                ,0:04                ,"300,0%              ",,,,,46,12.0,4.0,300.0
,,11:14               ,15:39               ,F,3:40                ,38023,"1,02 W  Inspektion, Zeitpunkt nach 6 Jahren",1:00                ,1:00                ,0:54                ,"111,1%              ",,,,,220,60.0,54.0,111.1
,,15:39               ,16:48               ,F,1:09                ,38238,"1,02 I  Spoilerlippe vorn inst.",1:00                ,1:00                ,0:43                ,"139,5%              ",,,,,69,60.0,43.0,139.5
,,08:08               ,11:37               ,F,3:29                ,313225,"1,02 W  3. SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:23                ,0:39                ,"59,0%               ",,,,,209,60.0,39.0,59.0
,,13:47               ,13:49               ,F,0:03                ,312978,"1,01 W  SENDER/SCHLÜSSEL ZENTRALVERRIEGELUNG ERS",0:12                ,0:12                ,0:01                ,"1200,0%             ",,,,,3,12.0,1.0,1200.0
,,14:49               ,15:12               ,F,0:23                ,219708,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:05                ,"600,0%              ",,,,,23,30.0,5.0,600.0
,,15:13               ,15:34               ,F,0:22                ,313224,"1,03 W  Eingebaut Zusaetzlich",0:06                ,0:00                ,0:00                ,--                  ,,,,,22,6.0,0.0,0.0
,,15:34               ,15:40               ,F,0:06                ,313310,"2,02 W  Kraftstoffdampf-Rückhaltesystem",0:18                ,0:18                ,0:06                ,"300,0%              ",6:52                ,4:29                ,A,,6,18.0,6.0,300.0
,,10:35               ,11:04               ,F,0:30                ,37090,"1,02 W  Inspektion, Zeitpunkt nach 4 Jahren",1:12                ,1:12                ,0:17                ,"423,5%              ",,,,,30,72.0,17.0,423.5
,,11:13               ,12:54               ,F,0:56                ,38073,"1,04 I  Steinschlagreparatur DGF-JR 299",1:00                ,0:10                ,0:56                ,"17,9%               ",4:17                ,4:08                ,AP,,56,60.0,56.0,17.9
,,12:54               ,13:47               ,F,0:52                ,38073,"1,04 I  Steinschlagreparatur DGF-JR 299",1:00                ,0:09                ,0:52                ,"17,3%               ",5:10                ,5:00                ,AP,,52,60.0,52.0,17.3
,,13:47               ,16:47               ,F,2:59                ,38099,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:36                ,0:38                ,"94,7%               ",,,,,179,60.0,38.0,94.7
,,08:39               ,08:53               ,F,0:14                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,0:45                ,0:40                ,,,14,0.0,0.0,0.0
,,08:54               ,09:19               ,F,0:26                ,219571,"1,01 W  Inspektion nach 3 Jahren 45000 km",0:54                ,0:54                ,0:26                ,"207,7%              ",,,,,26,54.0,26.0,207.7
,,09:20               ,09:34               ,F,0:15                ,31,"9,02 I  Berger Sascha",--                  ,,,,1:26                ,1:20                ,,,15,0.0,0.0,0.0
,,09:35               ,10:49               ,F,1:14                ,313152,"1,02 W  2. SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:45                ,"133,3%              ",,,,,74,60.0,45.0,133.3
,,10:49               ,11:36               ,F,0:47                ,313301,"1,07 G  FEHLERSUCHE DIAGNOSE - 6",0:36                ,0:36                ,3:55                ,"15,3%               ",3:27                ,3:21                ,,,47,36.0,235.0,15.3
,,11:36               ,11:41               ,F,0:05                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,3:32                ,3:26                ,,,5,0.0,0.0,0.0
,,11:41               ,11:58               ,F,0:17                ,313190,"1,01 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:17                ,"141,2%              ",3:49                ,3:42                ,,,17,24.0,17.0,141.2
,,13:01               ,16:08               ,F,3:06                ,312973,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:27                ,"88,9%               ",,,,,186,24.0,27.0,88.9
,,16:08               ,16:31               ,F,0:23                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,7:37                ,7:12                ,A,,23,0.0,0.0,0.0
,,16:31               ,16:47               ,F,0:16                ,313198,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:03                ,0:03                ,"100,0%              ",,,,,16,24.0,3.0,100.0
,,07:59               ,09:45               ,F,1:45                ,219586,"1,01 W  Inspektion nach 2 Jahren",1:18                ,1:18                ,1:37                ,"80,4%               ",,,,,105,78.0,97.0,80.4
,,09:45               ,10:19               ,F,0:34                ,219794,"1,02 I  NACH 50 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:28                ,"107,1%              ",,,,,34,30.0,28.0,107.1
,,10:20               ,11:01               ,F,0:40                ,37981,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:24                ,3:20                ,"12,0%               ",3:24                ,3:00                ,,,40,24.0,200.0,12.0
,,11:01               ,13:25               ,F,1:39                ,37980,"1,04 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:30                ,0:43                ,"69,8%               ",,,,,99,60.0,43.0,69.8
,,14:35               ,16:30               ,F,1:55                ,38072,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,1:03                ,"95,2%               ",,,,,115,60.0,63.0,95.2
,,16:31               ,16:54               ,F,0:24                ,37980,"1,07 W  GEFUELLT : ADDITIVTANK ""EOLYS"" (FAP) (WA",0:18                ,0:12                ,0:24                ,"50,0%               ",8:33                ,8:08                ,AP,,24,18.0,24.0,50.0
,,07:52               ,09:24               ,F,1:32                ,219808,"1,01 I  Vormontage 4 Räder",0:54                ,0:54                ,0:55                ,"98,2%               ",,,,,92,54.0,55.0,98.2
,,09:24               ,11:02               ,F,1:38                ,36306,"1,01 W  Überprüfung auf Nacharbeiten / Kampagnen",--                  ,,,,,,,,98,0.0,0.0,0.0
,,11:09               ,12:55               ,F,1:00                ,37984,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:26                ,"230,8%              ",,,,,60,60.0,26.0,230.8
,,13:00               ,14:21               ,F,1:21                ,38389,"1,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,0:30                ,0:29                ,"103,4%              ",,,,,81,30.0,29.0,103.4
,,14:21               ,14:50               ,F,0:29                ,38179,"1,03 W  Vormontage 4 Räder",0:54                ,0:17                ,0:17                ,"100,0%              ",,,,,29,54.0,17.0,100.0
,,14:50               ,15:29               ,F,0:39                ,38609,"1,01 W  1 Reifen ersetzen- incl. wuchten",0:30                ,0:30                ,0:39                ,"76,9%               ",6:52                ,6:39                ,AP,,39,30.0,39.0,76.9
,,15:29               ,16:11               ,F,0:42                ,219859,"1,02 I  NACH 50 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:30                ,"100,0%              ",,,,,42,30.0,30.0,100.0
,,16:12               ,16:44               ,F,0:32                ,31,"8,01 I  Majer Jan",--                  ,,,,8:06                ,7:52                ,AP,,32,0.0,0.0,0.0
,,08:01               ,08:29               ,F,0:28                ,31,"4,01 I  Hoffmann Lucas",--                  ,,,,0:28                ,0:28                ,,,28,0.0,0.0,0.0
,,08:30               ,09:02               ,F,0:32                ,219599,"1,01 W  Zwischeninspektion durchführen",0:30                ,0:30                ,0:32                ,"93,8%               ",1:02                ,1:00                ,,,32,30.0,32.0,93.8
,,09:02               ,09:15               ,F,0:13                ,219600,"1,04 G  ECU Update",0:18                ,0:18                ,0:13                ,"138,5%              ",1:15                ,1:13                ,,,13,18.0,13.0,138.5
,,09:15               ,10:56               ,F,1:41                ,38022,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,1:12                ,"83,3%               ",,,,,101,60.0,72.0,83.3
,,10:57               ,14:26               ,F,2:44                ,36555,"2,02 W  Jahren ohne SWS auff.",0:54                ,0:54                ,1:27                ,"62,1%               ",,,,,164,54.0,87.0,62.1
,,14:26               ,15:12               ,F,0:46                ,219612,"1,04 G  System auf Fehlercodes prüfen und ICCU",0:18                ,0:18                ,0:14                ,"128,6%              ",,,,,46,18.0,14.0,128.6
,,15:12               ,15:35               ,F,0:22                ,219613,"1,03 W  Inspektion nach 90.000 km ohne SWS auff.",1:24                ,1:24                ,0:21                ,"400,0%              ",,,,,22,84.0,21.0,400.0
,,15:35               ,15:47               ,F,0:12                ,219614,"1,01 G  Kunde gibt an: Rostschaden an der",--                  ,,,,,,,,12,0.0,0.0,0.0
,,15:47               ,16:55               ,F,1:08                ,38248,"1,01 I  Inspektion nach 60 000 km",1:54                ,1:23                ,0:32                ,"259,4%              ",,,,,68,114.0,32.0,259.4
,,08:35               ,09:04               ,F,0:30                ,313149,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:18                ,"166,7%              ",,,,,30,30.0,18.0,166.7
,,09:13               ,09:44               ,F,0:31                ,313188,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:26                ,"115,4%              ",,,,,31,30.0,26.0,115.4
,,09:51               ,11:24               ,F,1:34                ,313049,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:58                ,"51,7%               ",,,,,94,30.0,58.0,51.7
,,13:00               ,15:46               ,F,2:46                ,313190,"2,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",1:24                ,1:24                ,1:51                ,"75,7%               ",,,,,166,84.0,111.0,75.7
,,15:56               ,16:33               ,F,0:37                ,313292,"1,01 I  Allwetterreifen montieren",0:54                ,0:54                ,0:16                ,"337,5%              ",,,,,37,54.0,16.0,337.5
,,08:16               ,09:12               ,F,0:56                ,219520,"1,03 W  SEITEN)",0:42                ,0:42                ,0:39                ,"107,7%              ",,,,,56,42.0,39.0,107.7
,,09:36               ,10:49               ,F,1:13                ,37273,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:31                ,"96,8%               ",,,,,73,30.0,31.0,96.8
,,12:57               ,15:54               ,F,2:57                ,219734,"1,01 W  Vormontage 4 Räder",0:54                ,0:54                ,0:49                ,"110,2%              ",,,,,177,54.0,49.0,110.2
,,15:54               ,16:45               ,F,0:50                ,38529,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:27                ,0:45                ,"60,0%               ",,,,,50,60.0,45.0,60.0
,,07:37               ,09:06               ,F,1:29                ,300014,"2,01 I  Meistervertretung",--                  ,,,,1:29                ,1:29                ,,,89,0.0,0.0,0.0
,,09:06               ,13:40               ,F,3:48                ,312101,"2,04 I  Hydraulikaggregat ers",10:06               ,1:08                ,3:48                ,"29,8%               ",5:17                ,5:17                ,AP,,228,606.0,228.0,29.8
,,14:43               ,15:03               ,F,0:20                ,313198,"6,01 W  Endrohr Auspuff schweißen, undicht",0:18                ,0:18                ,0:20                ,"90,0%               ",6:41                ,6:40                ,AP,,20,18.0,20.0,90.0
,,15:03               ,15:35               ,F,0:32                ,313323,"1,01 W  Motor - Diagnose Ölverlust prüfen",0:36                ,0:36                ,0:32                ,"112,5%              ",7:13                ,7:12                ,AP,,32,36.0,32.0,112.5
,,15:36               ,15:59               ,F,0:24                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,7:37                ,7:36                ,AP,,24,0.0,0.0,0.0
,,07:34               ,08:56               ,F,1:23                ,32725,"1,04 W  Träger Ausgleichsgetriebe ersetzen",4:30                ,0:16                ,0:22                ,"72,7%               ",,,,,83,270.0,22.0,72.7
,,08:57               ,10:04               ,F,1:08                ,38435,"1,04 W  Diagnoseblatt erforderlich",1:06                ,1:06                ,1:08                ,"97,1%               ",2:30                ,2:30                ,,,68,66.0,68.0,97.1
,,11:04               ,11:47               ,F,0:43                ,219609,"1,04 G  ECU UPDATE",0:42                ,0:42                ,0:43                ,"97,7%               ",4:13                ,3:41                ,,,43,42.0,43.0,97.7
,,14:02               ,15:25               ,F,1:23                ,38276,"1,02 W  Diagnose",0:42                ,0:31                ,0:53                ,"58,5%               ",,,,,83,42.0,53.0,58.5
,,15:25               ,15:33               ,F,0:08                ,38275,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:03                ,0:40                ,"7,5%                ",7:14                ,6:42                ,AP,,8,24.0,40.0,7.5
,,15:33               ,15:56               ,F,0:23                ,37925,"1,03 W  Diagnoseblatt erforderlich",0:54                ,0:14                ,0:17                ,"82,4%               ",,,,,23,54.0,17.0,82.4
,,15:57               ,16:25               ,F,0:29                ,38276,"1,02 W  Diagnose",0:42                ,0:11                ,0:18                ,"61,1%               ",,,,,29,42.0,18.0,61.1
,,16:25               ,16:53               ,F,0:28                ,38275,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:10                ,2:20                ,"7,1%                ",8:35                ,8:01                ,AP,,28,24.0,140.0,7.1
,,08:13               ,09:08               ,F,0:55                ,219498,"1,04 G  NE Zusatzbedinungsanleitung für FCA mit",0:06                ,0:06                ,0:03                ,"200,0%              ",,,,,55,6.0,3.0,200.0
,,09:08               ,09:54               ,F,0:46                ,219499,"2,01 W  Service-Check",0:24                ,0:24                ,0:46                ,"52,2%               ",1:46                ,1:41                ,,,46,24.0,46.0,52.2
,,09:54               ,10:35               ,F,0:41                ,219292,"1,04 G  BMS Update -Verbesserte Regellogik",0:24                ,0:24                ,0:14                ,"171,4%              ",,,,,41,24.0,14.0,171.4
,,10:35               ,11:46               ,F,1:11                ,219551,"1,04 G  TQ EINZELSICHERUNGEN F HECU ERSETZEN",0:12                ,0:12                ,0:14                ,"85,7%               ",,,,,71,12.0,14.0,85.7
,,11:48               ,12:54               ,F,0:21                ,38098,"1,05 G  GEPRUEFT PRAEVENTIVMASSNAHME AM FAHRZEUG",0:06                ,0:01                ,0:10                ,"10,0%               ",,,,,21,6.0,10.0,10.0
,,12:54               ,14:36               ,F,1:42                ,219573,"1,11 W  GEHAUSEBAUGRUPPE, KATALYSATOR",1:00                ,1:00                ,1:42                ,"58,8%               ",5:43                ,5:37                ,AP,,102,60.0,102.0,58.8
,,14:37               ,15:18               ,F,0:42                ,38576,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 2 AM",0:06                ,0:03                ,0:36                ,"8,3%                ",,,,,42,6.0,36.0,8.3
,,15:18               ,15:20               ,F,0:01                ,219912,"1,03 I  Diagnose",1:30                ,0:01                ,0:01                ,"100,0%              ",6:26                ,6:20                ,AP,,1,90.0,1.0,100.0
,,15:20               ,15:39               ,F,0:19                ,38435,"1,06 W  Glühkerze ersetzen",0:12                ,0:12                ,0:09                ,"133,3%              ",,,,,19,12.0,9.0,133.3
,,08:03               ,11:14               ,F,3:11                ,38431,"1,03 W  Inspektion nach 2, 6, 10 Jahren usw.",1:00                ,1:00                ,0:48                ,"125,0%              ",,,,,191,60.0,48.0,125.0
,,11:14               ,11:38               ,F,0:24                ,38357,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:20                ,"150,0%              ",,,,,24,30.0,20.0,150.0
,,11:39               ,13:16               ,F,0:52                ,38268,"1,04 W  Seite",0:36                ,0:36                ,0:52                ,"69,2%               ",4:33                ,4:28                ,AP,,52,36.0,52.0,69.2
,,13:16               ,14:21               ,F,1:05                ,219756,"1,03 W  SEITEN)",0:42                ,0:42                ,0:57                ,"73,7%               ",,,,,65,42.0,57.0,73.7
,,14:21               ,15:09               ,F,0:49                ,37705,"1,05 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:41                ,"73,2%               ",,,,,49,30.0,41.0,73.2
,,15:10               ,16:00               ,F,0:51                ,38365,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:42                ,"71,4%               ",,,,,51,30.0,42.0,71.4
,,16:01               ,16:55               ,F,0:55                ,219897,"1,02 W  Diagnoseblatt erforderlich",0:24                ,0:24                ,0:55                ,"43,6%               ",8:13                ,8:07                ,AP,,55,24.0,55.0,43.6
,,08:30               ,09:09               ,F,0:40                ,313171,"1,02 W  Motoröl und Ölfilter wechseln",0:30                ,0:30                ,0:20                ,"150,0%              ",,,,,40,30.0,20.0,150.0
,,09:21               ,10:27               ,F,1:06                ,219572,"2,01 W  Inspektion nach 5 Jahren 75000 km",1:00                ,1:00                ,0:44                ,"136,4%              ",,,,,66,60.0,44.0,136.4
,,10:36               ,13:11               ,F,1:50                ,313224,"1,03 W  Eingebaut Zusaetzlich",0:06                ,0:06                ,0:04                ,"150,0%              ",,,,,110,6.0,4.0,150.0
,,13:11               ,15:18               ,F,2:07                ,313254,"1,03 W  Windschutzscheibe ersetzen",1:36                ,1:36                ,1:47                ,"89,7%               ",,,,,127,96.0,107.0,89.7
,,15:18               ,15:28               ,F,0:09                ,313253,"1,05 G  Driver Airbag check & Replacement",0:12                ,0:12                ,0:09                ,"133,3%              ",6:18                ,5:52                ,AP,,9,12.0,9.0,133.3
,,15:28               ,15:30               ,F,0:02                ,313209,"3,02 W  AUSTAUSCH POLLENFILTER WARTUNG",0:12                ,0:01                ,0:01                ,"100,0%              ",,,,,2,12.0,1.0,100.0
